	gene_id	unqlen	simple	genename	genetype
LIN28B	ENSG00000187772.7	6002	ENSG00000187772	LIN28B	protein_coding
ESS2	ENSG00000100056.11	6003	ENSG00000100056	ESS2	protein_coding
EXOSC10	ENSG00000171824.13	6003	ENSG00000171824	EXOSC10	protein_coding
CHPT1	ENSG00000111666.10	6004	ENSG00000111666	CHPT1	protein_coding
EIF3E	ENSG00000104408.9	6005	ENSG00000104408	EIF3E	protein_coding
TGFBRAP1	ENSG00000135966.12	6005	ENSG00000135966	TGFBRAP1	protein_coding
RAB6B	ENSG00000154917.10	6005	ENSG00000154917	RAB6B	protein_coding
SPTY2D1	ENSG00000179119.14	6005	ENSG00000179119	SPTY2D1	protein_coding
TMEM45A	ENSG00000181458.10	6005	ENSG00000181458	TMEM45A	protein_coding
HMGXB4	ENSG00000100281.13	6006	ENSG00000100281	HMGXB4	protein_coding
GAS6	ENSG00000183087.14	6006	ENSG00000183087	GAS6	protein_coding
MIR137HG	ENSG00000225206.8	6006	ENSG00000225206	MIR137HG	lincRNA
SGK3	ENSG00000104205.12	6007	ENSG00000104205	SGK3	protein_coding
RFTN2	ENSG00000162944.10	6007	ENSG00000162944	RFTN2	protein_coding
GPHN	ENSG00000171723.15	6007	ENSG00000171723	GPHN	protein_coding
NINL	ENSG00000101004.14	6008	ENSG00000101004	NINL	protein_coding
RABL2A	ENSG00000144134.18	6008	ENSG00000144134	RABL2A	protein_coding
ZNF596	ENSG00000172748.13	6008	ENSG00000172748	ZNF596	protein_coding
ZNF826P	ENSG00000231205.11	6008	ENSG00000231205	ZNF826P	transcribed_unprocessed_pseudogene
RIPOR3	ENSG00000042062.11	6009	ENSG00000042062	RIPOR3	protein_coding
SPHK2	ENSG00000063176.15	6009	ENSG00000063176	SPHK2	protein_coding
MPV17L	ENSG00000156968.8	6009	ENSG00000156968	MPV17L	protein_coding
ANAPC7	ENSG00000196510.12	6009	ENSG00000196510	ANAPC7	protein_coding
OTUD6B-AS1	ENSG00000253738.1	6009	ENSG00000253738	OTUD6B-AS1	antisense_RNA
TAB2	ENSG00000055208.18	6010	ENSG00000055208	TAB2	protein_coding
MOCS2	ENSG00000164172.18	6010	ENSG00000164172	MOCS2	protein_coding
ITGB1	ENSG00000150093.18	6011	ENSG00000150093	ITGB1	protein_coding
STXBP5-AS1	ENSG00000233452.6	6011	ENSG00000233452	STXBP5-AS1	antisense_RNA
ANLN	ENSG00000011426.10	6012	ENSG00000011426	ANLN	protein_coding
ERGIC3	ENSG00000125991.19	6012	ENSG00000125991	ERGIC3	protein_coding
AL589740.1	ENSG00000271860.6	6012	ENSG00000271860	AL589740.1	lincRNA
SLC17A7	ENSG00000104888.9	6013	ENSG00000104888	SLC17A7	protein_coding
ATP13A4	ENSG00000127249.14	6013	ENSG00000127249	ATP13A4	protein_coding
GSTM5	ENSG00000134201.10	6013	ENSG00000134201	GSTM5	protein_coding
SPON2	ENSG00000159674.11	6013	ENSG00000159674	SPON2	protein_coding
CYP1B1	ENSG00000138061.11	6014	ENSG00000138061	CYP1B1	protein_coding
JARID2	ENSG00000008083.13	6015	ENSG00000008083	JARID2	protein_coding
MANSC1	ENSG00000111261.13	6015	ENSG00000111261	MANSC1	protein_coding
TMEM231	ENSG00000205084.10	6015	ENSG00000205084	TMEM231	protein_coding
PKD1P6	ENSG00000250251.6	6015	ENSG00000250251	PKD1P6	transcribed_unprocessed_pseudogene
COG3	ENSG00000136152.14	6016	ENSG00000136152	COG3	protein_coding
AIG1	ENSG00000146416.17	6016	ENSG00000146416	AIG1	protein_coding
MAGED1	ENSG00000179222.17	6016	ENSG00000179222	MAGED1	protein_coding
MYH4	ENSG00000264424.1	6016	ENSG00000264424	MYH4	protein_coding
ZNF557	ENSG00000130544.11	6018	ENSG00000130544	ZNF557	protein_coding
AEN	ENSG00000181026.14	6018	ENSG00000181026	AEN	protein_coding
DDX20	ENSG00000064703.11	6019	ENSG00000064703	DDX20	protein_coding
GOLGA1	ENSG00000136935.13	6019	ENSG00000136935	GOLGA1	protein_coding
MTMR14	ENSG00000163719.19	6019	ENSG00000163719	MTMR14	protein_coding
MUC22	ENSG00000261272.1	6019	ENSG00000261272	MUC22	protein_coding
TRIM22	ENSG00000132274.15	6020	ENSG00000132274	TRIM22	protein_coding
FAM227B	ENSG00000166262.15	6020	ENSG00000166262	FAM227B	protein_coding
NUP62	ENSG00000213024.11	6020	ENSG00000213024	NUP62	protein_coding
SMIM7	ENSG00000214046.8	6020	ENSG00000214046	SMIM7	protein_coding
C3ORF52	ENSG00000114529.12	6021	ENSG00000114529	C3ORF52	protein_coding
ANO1	ENSG00000131620.17	6021	ENSG00000131620	ANO1	protein_coding
BTF3L4	ENSG00000134717.17	6022	ENSG00000134717	BTF3L4	protein_coding
SGO2	ENSG00000163535.17	6022	ENSG00000163535	SGO2	protein_coding
TPPP	ENSG00000171368.11	6022	ENSG00000171368	TPPP	protein_coding
TECRL	ENSG00000205678.7	6023	ENSG00000205678	TECRL	protein_coding
HLTF	ENSG00000071794.15	6024	ENSG00000071794	HLTF	protein_coding
MYH1	ENSG00000109061.9	6024	ENSG00000109061	MYH1	protein_coding
NDFIP1	ENSG00000131507.10	6024	ENSG00000131507	NDFIP1	protein_coding
ACTR3B	ENSG00000133627.17	6024	ENSG00000133627	ACTR3B	protein_coding
WDTC1	ENSG00000142784.15	6024	ENSG00000142784	WDTC1	protein_coding
CDC42SE2	ENSG00000158985.13	6024	ENSG00000158985	CDC42SE2	protein_coding
CELF5	ENSG00000161082.12	6024	ENSG00000161082	CELF5	protein_coding
NFS1	ENSG00000244005.12	6024	ENSG00000244005	NFS1	protein_coding
SMUG1	ENSG00000123415.15	6027	ENSG00000123415	SMUG1	protein_coding
FAM120B	ENSG00000112584.13	6029	ENSG00000112584	FAM120B	protein_coding
TBX2	ENSG00000121068.13	6029	ENSG00000121068	TBX2	protein_coding
KITLG	ENSG00000049130.14	6030	ENSG00000049130	KITLG	protein_coding
NUP153	ENSG00000124789.11	6030	ENSG00000124789	NUP153	protein_coding
TBC1D8	ENSG00000204634.12	6030	ENSG00000204634	TBC1D8	protein_coding
RNF19A	ENSG00000034677.12	6031	ENSG00000034677	RNF19A	protein_coding
MFSD6	ENSG00000151690.14	6031	ENSG00000151690	MFSD6	protein_coding
GIMAP5	ENSG00000196329.11	6031	ENSG00000196329	GIMAP5	protein_coding
CLDN11	ENSG00000013297.10	6032	ENSG00000013297	CLDN11	protein_coding
LETMD1	ENSG00000050426.15	6032	ENSG00000050426	LETMD1	protein_coding
WDR91	ENSG00000105875.13	6032	ENSG00000105875	WDR91	protein_coding
BUB1	ENSG00000169679.14	6032	ENSG00000169679	BUB1	protein_coding
NBPF26	ENSG00000273136.6	6032	ENSG00000273136	NBPF26	protein_coding
HNRNPA3	ENSG00000170144.20	6033	ENSG00000170144	HNRNPA3	protein_coding
PARP10	ENSG00000178685.13	6033	ENSG00000178685	PARP10	protein_coding
NOP9	ENSG00000196943.12	6033	ENSG00000196943	NOP9	protein_coding
AC090673.1	ENSG00000197301.7	6033	ENSG00000197301	AC090673.1	antisense_RNA
MCCC2	ENSG00000131844.15	6034	ENSG00000131844	MCCC2	protein_coding
TLR6	ENSG00000174130.12	6035	ENSG00000174130	TLR6	protein_coding
PAX9	ENSG00000198807.12	6035	ENSG00000198807	PAX9	protein_coding
STXBP2	ENSG00000076944.15	6036	ENSG00000076944	STXBP2	protein_coding
SLC26A8	ENSG00000112053.13	6036	ENSG00000112053	SLC26A8	protein_coding
CPSF7	ENSG00000149532.15	6036	ENSG00000149532	CPSF7	protein_coding
AC005562.1	ENSG00000214719.11	6036	ENSG00000214719	AC005562.1	processed_transcript
XDH	ENSG00000158125.9	6037	ENSG00000158125	XDH	protein_coding
MYOZ3	ENSG00000164591.13	6037	ENSG00000164591	MYOZ3	protein_coding
FAM20B	ENSG00000116199.11	6039	ENSG00000116199	FAM20B	protein_coding
MYH8	ENSG00000133020.4	6041	ENSG00000133020	MYH8	protein_coding
AC104836.1	ENSG00000189195.11	6041	ENSG00000189195	AC104836.1	protein_coding
ZNF398	ENSG00000197024.8	6041	ENSG00000197024	ZNF398	protein_coding
FAM76B	ENSG00000077458.12	6042	ENSG00000077458	FAM76B	protein_coding
CXORF38	ENSG00000185753.12	6043	ENSG00000185753	CXORF38	protein_coding
TOP2B	ENSG00000077097.15	6044	ENSG00000077097	TOP2B	protein_coding
FBXO28	ENSG00000143756.11	6044	ENSG00000143756	FBXO28	protein_coding
CNTNAP1	ENSG00000108797.11	6045	ENSG00000108797	CNTNAP1	protein_coding
RECK	ENSG00000122707.11	6045	ENSG00000122707	RECK	protein_coding
SCRN1	ENSG00000136193.16	6046	ENSG00000136193	SCRN1	protein_coding
ZSWIM5	ENSG00000162415.6	6046	ENSG00000162415	ZSWIM5	protein_coding
HERC2P4	ENSG00000230267.7	6046	ENSG00000230267	HERC2P4	transcribed_unprocessed_pseudogene
KIAA0141	ENSG00000081791.8	6047	ENSG00000081791	KIAA0141	protein_coding
ATG16L1	ENSG00000085978.21	6047	ENSG00000085978	ATG16L1	protein_coding
CSNK2A1	ENSG00000101266.17	6047	ENSG00000101266	CSNK2A1	protein_coding
LMBR1L	ENSG00000139636.15	6047	ENSG00000139636	LMBR1L	protein_coding
ELP1	ENSG00000070061.14	6048	ENSG00000070061	ELP1	protein_coding
POU6F1	ENSG00000184271.16	6048	ENSG00000184271	POU6F1	protein_coding
VCAM1	ENSG00000162692.10	6049	ENSG00000162692	VCAM1	protein_coding
ABLIM2	ENSG00000163995.19	6049	ENSG00000163995	ABLIM2	protein_coding
RBM44	ENSG00000177483.11	6049	ENSG00000177483	RBM44	protein_coding
MIR193BHG	ENSG00000262454.3	6049	ENSG00000262454	MIR193BHG	lincRNA
CRYBG2	ENSG00000176092.14	6051	ENSG00000176092	CRYBG2	protein_coding
FER1L6	ENSG00000214814.7	6051	ENSG00000214814	FER1L6	protein_coding
GLP2R	ENSG00000065325.12	6052	ENSG00000065325	GLP2R	protein_coding
ZNF396	ENSG00000186496.10	6052	ENSG00000186496	ZNF396	protein_coding
FAM46A	ENSG00000112773.15	6053	ENSG00000112773	FAM46A	protein_coding
STAT1	ENSG00000115415.18	6053	ENSG00000115415	STAT1	protein_coding
N4BP2L1	ENSG00000139597.17	6053	ENSG00000139597	N4BP2L1	protein_coding
GGT5	ENSG00000099998.17	6054	ENSG00000099998	GGT5	protein_coding
PCDHA2	ENSG00000204969.6	6054	ENSG00000204969	PCDHA2	protein_coding
TTC22	ENSG00000006555.10	6055	ENSG00000006555	TTC22	protein_coding
RNF170	ENSG00000120925.15	6055	ENSG00000120925	RNF170	protein_coding
MORC4	ENSG00000133131.14	6055	ENSG00000133131	MORC4	protein_coding
SLC13A3	ENSG00000158296.13	6055	ENSG00000158296	SLC13A3	protein_coding
ZKSCAN5	ENSG00000196652.11	6056	ENSG00000196652	ZKSCAN5	protein_coding
AC241585.2	ENSG00000272419.6	6056	ENSG00000272419	AC241585.2	transcribed_unprocessed_pseudogene
MCUR1	ENSG00000050393.11	6057	ENSG00000050393	MCUR1	protein_coding
OR1I1	ENSG00000094661.3	6057	ENSG00000094661	OR1I1	protein_coding
FAIM2	ENSG00000135472.8	6057	ENSG00000135472	FAIM2	protein_coding
CEP120	ENSG00000168944.15	6057	ENSG00000168944	CEP120	protein_coding
ADCY3	ENSG00000138031.14	6058	ENSG00000138031	ADCY3	protein_coding
SMAD1	ENSG00000170365.9	6058	ENSG00000170365	SMAD1	protein_coding
GPR156	ENSG00000175697.10	6058	ENSG00000175697	GPR156	protein_coding
CCAR1	ENSG00000060339.13	6059	ENSG00000060339	CCAR1	protein_coding
CERCAM	ENSG00000167123.18	6059	ENSG00000167123	CERCAM	protein_coding
FUT4	ENSG00000196371.3	6059	ENSG00000196371	FUT4	protein_coding
GRHL2	ENSG00000083307.10	6060	ENSG00000083307	GRHL2	protein_coding
IL7R	ENSG00000168685.14	6060	ENSG00000168685	IL7R	protein_coding
LHX4	ENSG00000121454.5	6061	ENSG00000121454	LHX4	protein_coding
ZNF44	ENSG00000197857.13	6061	ENSG00000197857	ZNF44	protein_coding
C9ORF72	ENSG00000147894.14	6062	ENSG00000147894	C9ORF72	protein_coding
C18ORF54	ENSG00000166845.13	6062	ENSG00000166845	C18ORF54	protein_coding
PROM2	ENSG00000155066.15	6063	ENSG00000155066	PROM2	protein_coding
C21ORF2	ENSG00000160226.15	6063	ENSG00000160226	C21ORF2	protein_coding
SHC4	ENSG00000185634.11	6063	ENSG00000185634	SHC4	protein_coding
NR2F2-AS1	ENSG00000247809.7	6063	ENSG00000247809	NR2F2-AS1	antisense_RNA
HK2	ENSG00000159399.9	6064	ENSG00000159399	HK2	protein_coding
RSPRY1	ENSG00000159579.13	6064	ENSG00000159579	RSPRY1	protein_coding
WIPF3	ENSG00000122574.10	6065	ENSG00000122574	WIPF3	protein_coding
GOLGA6L4	ENSG00000184206.11	6065	ENSG00000184206	GOLGA6L4	protein_coding
COPS7B	ENSG00000144524.17	6066	ENSG00000144524	COPS7B	protein_coding
RPH3AL	ENSG00000181031.15	6066	ENSG00000181031	RPH3AL	protein_coding
MAP4K3	ENSG00000011566.14	6067	ENSG00000011566	MAP4K3	protein_coding
POMT1	ENSG00000130714.15	6067	ENSG00000130714	POMT1	protein_coding
BARD1	ENSG00000138376.10	6067	ENSG00000138376	BARD1	protein_coding
RAD51C	ENSG00000108384.14	6068	ENSG00000108384	RAD51C	protein_coding
PCYOX1L	ENSG00000145882.10	6069	ENSG00000145882	PCYOX1L	protein_coding
AC097478.1	ENSG00000251095.6	6069	ENSG00000251095	AC097478.1	antisense_RNA
CDK5RAP3	ENSG00000108465.14	6070	ENSG00000108465	CDK5RAP3	protein_coding
RAVER2	ENSG00000162437.14	6070	ENSG00000162437	RAVER2	protein_coding
TARDBP	ENSG00000120948.16	6071	ENSG00000120948	TARDBP	protein_coding
TMEM182	ENSG00000170417.15	6071	ENSG00000170417	TMEM182	protein_coding
AC131280.1	ENSG00000279628.1	6071	ENSG00000279628	AC131280.1	TEC
CPSF1	ENSG00000071894.16	6072	ENSG00000071894	CPSF1	protein_coding
DTX4	ENSG00000110042.7	6072	ENSG00000110042	DTX4	protein_coding
HK1	ENSG00000156515.21	6073	ENSG00000156515	HK1	protein_coding
MAP3K19	ENSG00000176601.12	6073	ENSG00000176601	MAP3K19	protein_coding
FCHSD1	ENSG00000197948.10	6073	ENSG00000197948	FCHSD1	protein_coding
RASGEF1A	ENSG00000198915.11	6073	ENSG00000198915	RASGEF1A	protein_coding
INTS4	ENSG00000149262.16	6074	ENSG00000149262	INTS4	protein_coding
OXSR1	ENSG00000172939.8	6075	ENSG00000172939	OXSR1	protein_coding
ATOH8	ENSG00000168874.12	6076	ENSG00000168874	ATOH8	protein_coding
INO80E	ENSG00000169592.14	6076	ENSG00000169592	INO80E	protein_coding
CXCL12	ENSG00000107562.16	6077	ENSG00000107562	CXCL12	protein_coding
PLP1	ENSG00000123560.13	6078	ENSG00000123560	PLP1	protein_coding
HERC2P5	ENSG00000260644.6	6078	ENSG00000260644	HERC2P5	transcribed_unprocessed_pseudogene
FASTKD2	ENSG00000118246.13	6079	ENSG00000118246	FASTKD2	protein_coding
KCNMB1	ENSG00000145936.8	6079	ENSG00000145936	KCNMB1	protein_coding
NUP133	ENSG00000069248.11	6080	ENSG00000069248	NUP133	protein_coding
TCF3	ENSG00000071564.14	6080	ENSG00000071564	TCF3	protein_coding
PARP4	ENSG00000102699.5	6080	ENSG00000102699	PARP4	protein_coding
N4BP3	ENSG00000145911.5	6080	ENSG00000145911	N4BP3	protein_coding
SKI	ENSG00000157933.9	6080	ENSG00000157933	SKI	protein_coding
VARS	ENSG00000204394.12	6081	ENSG00000204394	VARS	protein_coding
TTC3P1	ENSG00000215105.4	6081	ENSG00000215105	TTC3P1	processed_pseudogene
KLB	ENSG00000134962.6	6082	ENSG00000134962	KLB	protein_coding
SHISA7	ENSG00000187902.11	6083	ENSG00000187902	SHISA7	protein_coding
RASGRP2	ENSG00000068831.18	6084	ENSG00000068831	RASGRP2	protein_coding
ZBTB46	ENSG00000130584.10	6084	ENSG00000130584	ZBTB46	protein_coding
EIF4ENIF1	ENSG00000184708.17	6084	ENSG00000184708	EIF4ENIF1	protein_coding
MROH2B	ENSG00000171495.16	6085	ENSG00000171495	MROH2B	protein_coding
MYH7	ENSG00000092054.12	6087	ENSG00000092054	MYH7	protein_coding
ZNF629	ENSG00000102870.5	6087	ENSG00000102870	ZNF629	protein_coding
OR8A1	ENSG00000196119.7	6088	ENSG00000196119	OR8A1	protein_coding
AXDND1	ENSG00000162779.21	6089	ENSG00000162779	AXDND1	protein_coding
B2M	ENSG00000166710.17	6089	ENSG00000166710	B2M	protein_coding
PHC1	ENSG00000111752.10	6090	ENSG00000111752	PHC1	protein_coding
DVL3	ENSG00000161202.17	6090	ENSG00000161202	DVL3	protein_coding
SIRPB1	ENSG00000101307.15	6091	ENSG00000101307	SIRPB1	protein_coding
TIGIT	ENSG00000181847.11	6091	ENSG00000181847	TIGIT	protein_coding
C1RL-AS1	ENSG00000205885.7	6094	ENSG00000205885	C1RL-AS1	antisense_RNA
PHACTR3	ENSG00000087495.16	6095	ENSG00000087495	PHACTR3	protein_coding
LRRTM2	ENSG00000146006.7	6095	ENSG00000146006	LRRTM2	protein_coding
PPRC1	ENSG00000148840.10	6095	ENSG00000148840	PPRC1	protein_coding
OXNAD1	ENSG00000154814.13	6095	ENSG00000154814	OXNAD1	protein_coding
NOX4	ENSG00000086991.12	6096	ENSG00000086991	NOX4	protein_coding
CYP2U1	ENSG00000155016.17	6096	ENSG00000155016	CYP2U1	protein_coding
ZNF772	ENSG00000197128.11	6096	ENSG00000197128	ZNF772	protein_coding
SORBS3	ENSG00000120896.13	6097	ENSG00000120896	SORBS3	protein_coding
RASGRP1	ENSG00000172575.11	6097	ENSG00000172575	RASGRP1	protein_coding
ACTN4	ENSG00000130402.11	6098	ENSG00000130402	ACTN4	protein_coding
FYB1	ENSG00000082074.15	6100	ENSG00000082074	FYB1	protein_coding
OLA1	ENSG00000138430.15	6100	ENSG00000138430	OLA1	protein_coding
FAM102A	ENSG00000167106.11	6100	ENSG00000167106	FAM102A	protein_coding
FAM225A	ENSG00000231528.2	6100	ENSG00000231528	FAM225A	lincRNA
RBM41	ENSG00000089682.16	6101	ENSG00000089682	RBM41	protein_coding
ISLR2	ENSG00000167178.15	6101	ENSG00000167178	ISLR2	protein_coding
KIF3B	ENSG00000101350.7	6103	ENSG00000101350	KIF3B	protein_coding
TAF10	ENSG00000166337.9	6103	ENSG00000166337	TAF10	protein_coding
PLA2G4F	ENSG00000168907.13	6103	ENSG00000168907	PLA2G4F	protein_coding
GFI1B	ENSG00000165702.13	6104	ENSG00000165702	GFI1B	protein_coding
OR10A6	ENSG00000279000.3	6104	ENSG00000279000	OR10A6	polymorphic_pseudogene
RUBCNL	ENSG00000102445.18	6105	ENSG00000102445	RUBCNL	protein_coding
RIMBP3C	ENSG00000183246.6	6105	ENSG00000183246	RIMBP3C	protein_coding
ZFP92	ENSG00000189420.8	6105	ENSG00000189420	ZFP92	protein_coding
RIMBP3B	ENSG00000274600.1	6105	ENSG00000274600	RIMBP3B	protein_coding
RIMBP3	ENSG00000275793.1	6105	ENSG00000275793	RIMBP3	protein_coding
PFKFB4	ENSG00000114268.11	6107	ENSG00000114268	PFKFB4	protein_coding
TRAPPC2	ENSG00000196459.13	6107	ENSG00000196459	TRAPPC2	protein_coding
MAP3K3	ENSG00000198909.7	6107	ENSG00000198909	MAP3K3	protein_coding
STX18-AS1	ENSG00000247708.7	6107	ENSG00000247708	STX18-AS1	antisense_RNA
KCNJ5	ENSG00000120457.11	6109	ENSG00000120457	KCNJ5	protein_coding
STAT2	ENSG00000170581.13	6109	ENSG00000170581	STAT2	protein_coding
ZFPM1	ENSG00000179588.8	6110	ENSG00000179588	ZFPM1	protein_coding
IFT88	ENSG00000032742.17	6111	ENSG00000032742	IFT88	protein_coding
ATG3	ENSG00000144848.10	6111	ENSG00000144848	ATG3	protein_coding
POR	ENSG00000127948.15	6112	ENSG00000127948	POR	protein_coding
CDC42BPG	ENSG00000171219.8	6112	ENSG00000171219	CDC42BPG	protein_coding
CHERP	ENSG00000085872.14	6113	ENSG00000085872	CHERP	protein_coding
TRIM36	ENSG00000152503.9	6113	ENSG00000152503	TRIM36	protein_coding
PTDSS2	ENSG00000174915.11	6113	ENSG00000174915	PTDSS2	protein_coding
AC015813.3	ENSG00000266290.1	6113	ENSG00000266290	AC015813.3	lincRNA
MPP2	ENSG00000108852.14	6114	ENSG00000108852	MPP2	protein_coding
LETM2	ENSG00000165046.12	6114	ENSG00000165046	LETM2	protein_coding
PFKFB3	ENSG00000170525.19	6114	ENSG00000170525	PFKFB3	protein_coding
PDXDC2P-NPIPB14P	ENSG00000196696.12	6114	ENSG00000196696	PDXDC2P-NPIPB14P	processed_transcript
AP000542.3	ENSG00000280341.1	6114	ENSG00000280341	AP000542.3	lincRNA
TMEM132E	ENSG00000181291.7	6115	ENSG00000181291	TMEM132E	protein_coding
AL356599.1	ENSG00000235652.7	6116	ENSG00000235652	AL356599.1	antisense_RNA
NPNT	ENSG00000168743.12	6117	ENSG00000168743	NPNT	protein_coding
TMPRSS2	ENSG00000184012.11	6117	ENSG00000184012	TMPRSS2	protein_coding
SYS1	ENSG00000204070.9	6117	ENSG00000204070	SYS1	protein_coding
SLC15A3	ENSG00000110446.10	6118	ENSG00000110446	SLC15A3	protein_coding
PSTK	ENSG00000179988.13	6118	ENSG00000179988	PSTK	protein_coding
MTMR2	ENSG00000087053.18	6119	ENSG00000087053	MTMR2	protein_coding
ANKZF1	ENSG00000163516.13	6119	ENSG00000163516	ANKZF1	protein_coding
MYH13	ENSG00000006788.13	6120	ENSG00000006788	MYH13	protein_coding
MED25	ENSG00000104973.16	6120	ENSG00000104973	MED25	protein_coding
GNA12	ENSG00000146535.13	6120	ENSG00000146535	GNA12	protein_coding
ABCG1	ENSG00000160179.18	6121	ENSG00000160179	ABCG1	protein_coding
C16ORF52	ENSG00000185716.11	6122	ENSG00000185716	C16ORF52	protein_coding
OLFM1	ENSG00000130558.19	6123	ENSG00000130558	OLFM1	protein_coding
MEX3A	ENSG00000254726.2	6124	ENSG00000254726	MEX3A	protein_coding
MAP2K6	ENSG00000108984.13	6125	ENSG00000108984	MAP2K6	protein_coding
RNASEL	ENSG00000135828.11	6125	ENSG00000135828	RNASEL	protein_coding
ASPG	ENSG00000166183.15	6125	ENSG00000166183	ASPG	protein_coding
TRUB2	ENSG00000167112.9	6125	ENSG00000167112	TRUB2	protein_coding
ZBTB4	ENSG00000174282.11	6126	ENSG00000174282	ZBTB4	protein_coding
EGF	ENSG00000138798.11	6127	ENSG00000138798	EGF	protein_coding
FCHO2	ENSG00000157107.13	6127	ENSG00000157107	FCHO2	protein_coding
GBP4	ENSG00000162654.8	6127	ENSG00000162654	GBP4	protein_coding
DCP1A	ENSG00000272886.5	6127	ENSG00000272886	DCP1A	protein_coding
STC2	ENSG00000113739.10	6128	ENSG00000113739	STC2	protein_coding
TTYH3	ENSG00000136295.14	6129	ENSG00000136295	TTYH3	protein_coding
ERVW-1	ENSG00000242950.6	6130	ENSG00000242950	ERVW-1	protein_coding
KIF24	ENSG00000186638.16	6131	ENSG00000186638	KIF24	protein_coding
DYNC1LI1	ENSG00000144635.8	6132	ENSG00000144635	DYNC1LI1	protein_coding
PCDHA6	ENSG00000081842.17	6133	ENSG00000081842	PCDHA6	protein_coding
IPMK	ENSG00000151151.5	6133	ENSG00000151151	IPMK	protein_coding
EIF4A2	ENSG00000156976.16	6133	ENSG00000156976	EIF4A2	protein_coding
H3F3B	ENSG00000132475.10	6134	ENSG00000132475	H3F3B	protein_coding
TDRD15	ENSG00000218819.4	6135	ENSG00000218819	TDRD15	protein_coding
PIP4K2B	ENSG00000276293.4	6135	ENSG00000276293	PIP4K2B	protein_coding
PDZRN3	ENSG00000121440.14	6136	ENSG00000121440	PDZRN3	protein_coding
LRRC14	ENSG00000160959.7	6136	ENSG00000160959	LRRC14	protein_coding
TMEM200A	ENSG00000164484.11	6137	ENSG00000164484	TMEM200A	protein_coding
TNFRSF14-AS1	ENSG00000238164.6	6137	ENSG00000238164	TNFRSF14-AS1	antisense_RNA
SI	ENSG00000090402.7	6138	ENSG00000090402	SI	protein_coding
RNF38	ENSG00000137075.17	6138	ENSG00000137075	RNF38	protein_coding
ARHGAP1	ENSG00000175220.11	6138	ENSG00000175220	ARHGAP1	protein_coding
KLF6	ENSG00000067082.14	6139	ENSG00000067082	KLF6	protein_coding
ABHD17A	ENSG00000129968.15	6139	ENSG00000129968	ABHD17A	protein_coding
ADCY10	ENSG00000143199.17	6139	ENSG00000143199	ADCY10	protein_coding
CLEC18A	ENSG00000157322.17	6140	ENSG00000157322	CLEC18A	protein_coding
C12ORF43	ENSG00000157895.11	6140	ENSG00000157895	C12ORF43	protein_coding
LRFN5	ENSG00000165379.13	6140	ENSG00000165379	LRFN5	protein_coding
AC011379.2	ENSG00000254363.6	6140	ENSG00000254363	AC011379.2	processed_transcript
MVP	ENSG00000013364.18	6141	ENSG00000013364	MVP	protein_coding
CDK15	ENSG00000138395.14	6141	ENSG00000138395	CDK15	protein_coding
RILPL2	ENSG00000150977.10	6141	ENSG00000150977	RILPL2	protein_coding
DISP3	ENSG00000204624.7	6142	ENSG00000204624	DISP3	protein_coding
HHLA1	ENSG00000132297.11	6143	ENSG00000132297	HHLA1	protein_coding
CALCRL	ENSG00000064989.12	6144	ENSG00000064989	CALCRL	protein_coding
PRKACA	ENSG00000072062.13	6144	ENSG00000072062	PRKACA	protein_coding
GAD2	ENSG00000136750.11	6144	ENSG00000136750	GAD2	protein_coding
